0.0598976,0.475995,0.0573003,1,
-0.00458481,0.302728,-0.00765753,1,
-0.137452,0.309242,0.011839,1,
-0.273445,0.460811,0.114688,1,
-0.0981109,0.530995,0.054469,1,
0.13395,0.288952,-0.0531504,1,
0.286339,0.12494,-0.0801393,1,
0.15967,-0.021803,-0.0361289,1,
0.00402913,-0.130229,0.0396024,1,
-0.095508,-0.137052,0.0525653,1,
-0.113441,-0.56775,0.11225,1,
-0.138003,-0.968412,0.0298194,1,
0.098682,-0.118658,0.0213557,1,
0.0508954,-0.518097,-0.00751621,1,
0.0381138,-0.919416,-0.0275658,1,
0.0477901,0.507515,0.036415,1,
0.0731367,0.490896,-0.014118,1,
-0.00908762,0.483285,0.00826087,1,
0.107909,0.460674,-0.0230253,1,
0.0687797,-1.05065,0.0282459,1,
0.109754,-1.0216,0.0152115,1,
0.01626,-0.919178,-0.0175278,1,
-0.118353,-1.10584,0.0933605,1,
-0.175202,-1.09888,0.0698676,1,
-0.13064,-0.971791,-0.0280444,1
